Sample:	Spf	Spm	Spw
gbr.226.3.t1	16.23627677	20.36552611	6.975357445
gbr.47.67.t1	3.856632432	3.397820374	0.960953525
gbr.81.75.t1	2.968244591	3.168503787	1.662173426
gbr.110.82.t1	29.01866558	42.84967738	13.90923665
gbr.284.23.t1	5.405512521	4.643151087	1.17647129
gbr.73.54.t1	1.935259748	3.514800117	3.425658619
gbr.302.18.t1	23.21814031	46.73516281	7.76426833
gbr.405.13.t1	1759.49413	5131.833061	452.8915232
gbr.45.49.t1	7.420461598	8.668651154	2.096638741
gbr.167.19.t1	13.05941391	19.89502997	6.196301739
gbr.130.45.t1	60.13895211	56.06598118	49.70279392
gbr.6.159.t1	14.56988919	13.16170411	4.314438155
gbr.409.1.t1	7.915661373	9.345258017	2.537510727
gbr.84.4.t1	5.734495942	9.895688014	2.632790022
gbr.172.41.t1	25.59273943	38.70786321	12.45530667
gbr.59.34.t1	16.42967868	14.22365017	11.14975169
gbr.108.17.t1	39.59963641	47.88324335	12.44019158
gbr.3.13.t1	40.16178512	51.92045185	25.96393718
gbr.360.11.t1	6.403132669	8.049214162	0.742503611
gbr.3.85.t1	14.35498552	12.21691248	4.348865155
gbr.32.56.t1	73.78210123	87.77346764	48.62714092
gbr.211.13.t1	3.922159256	5.57568294	0.332888768
gbr.270.3.t1	57.63339387	63.48323895	19.76450424
gbr.17.63.t1	224.2347176	438.2130562	139.4640233
gbr.343.15.t1	1.39335441	1.821076737	0.163255288
gbr.142.65.t1	6.580503051	14.16075596	2.798804912
gbr.488.1.t1	22.4244849	39.00784347	1.174689453
gbr.136.37.t1	3.748470492	8.656603597	2.0457643
gbr.105.28.t1_gbr.105.26.t1	17.55419247	17.68101632	9.025216514
gbr.41.15.t1	10.23701456	11.31099398	3.173646648
gbr.43.3.t1	6.541472441	5.83765412	3.863128313
gbr.224.3.t1_gbr.224.5.t1	5.198929416	5.746169285	1.664006876
gbr.243.7.t1	5.575323395	9.158939444	3.488064234
gbr.345.3.t1	10.16859033	14.17388733	5.444209431
gbr.478.5.t1	5.377392521	9.358227613	1.510291717
gbr.5.31.t1	6.252583575	7.488386587	3.429876972
gbr.309.23.t1	21.86626322	30.68710945	5.5764663
gbr.56.17.t1	18.56449261	39.94250503	8.000875478
gbr.10.30.t1	2.83543543	7.257635027	0.720325381
gbr.5.102.t1	32.45687344	34.43051691	44.50064756
gbr.137.24.t1	49.45832609	61.72870834	38.60212217
gbr.102.3.t1	3.764719771	4.785861578	1.011173364
gbr.105.37.t1	0.980080367	1.518411535	0.609589155
gbr.58.50.t1	18.75974607	29.16866368	6.006435912
gbr.830.1.t1	14.88683872	11.56557765	2.218661876
gbr.53.32.t1	13.27736694	22.87528017	5.78488837
gbr.31.79.t1	6.03160905	8.819446239	3.119126113
gbr.37.84.t1	12.82402655	9.246651627	2.547733733
gbr.2.9.t1	8.660890909	13.47466892	4.31011416
gbr.47.44.t1	72.45111547	82.84056393	14.81311243
gbr.75.83.t1	13.24592138	10.93595718	3.152259931
gbr.141.31.t1	12.17036259	19.61014697	5.545257031
gbr.108.21.t1_gbr.108.19.t1	7.001939475	6.307025727	3.58783961
gbr.112.9.t1	14.84884498	18.32365321	9.975665661
gbr.21.63.t1	4.646428076	5.230568604	4.718224878
gbr.350.22.t1	18.06937291	42.83524331	9.057321393
gbr.174.23.t1	13.87648137	21.20518271	8.022442873
gbr.6.31.t1_gbr.6.33.t1_gbr.6.28.t1	31.46520242	27.13293163	7.118196176
gbr.7.47.t1	36.88750323	32.3277241	12.06180511
gbr.101.9.t1	3.77048465	4.666202537	1.648892512
gbr.72.72.t1	12.76442211	20.62590099	3.570759357
gbr.51.11.t1	23.91769325	40.32709293	7.413854755
gbr.63.51.t1_gbr.63.52.t1	5.67623539	8.100359762	3.021368995
gbr.451.3.t1	12.87084247	15.65460571	4.501909186
gbr.489.4.t1	1.137725091	2.931189383	0.272353794
gbr.89.37.t1	2.419323784	4.367213517	1.049156175
gbr.127.25.t1	7.428091682	10.04171626	3.835023487
gbr.2.239.t1	18.03488788	23.08324422	3.957181513
gbr.139.28.t1	1.896454546	1.937507725	0.661171465
gbr.37.104.t1	15.98379308	19.53486407	3.295971369
gbr.262.4.t1	5.133948045	8.240613707	1.739485676
gbr.4.15.t1	0.772332384	0.742950919	0.771491311
gbr.208.46.t1	5.78678271	6.575851905	4.660771715
gbr.442.14.t1	1.016195199	2.073688441	1.132449473
gbr.71.18.t1	4.475914708	7.408542871	1.614283835
gbr.221.49.t1	1.399981751	1.580789933	1.195416909
gbr.221.83.t1	9.775527212	10.52095282	2.420918632
gbr.139.84.t1	7.563940606	9.564835648	3.824699641
gbr.123.1.t1	21.79701824	26.70650141	16.90986012
gbr.412.2.t1	2.199302168	3.40449891	1.969038697
gbr.24.3.t1	2.021030783	2.182820953	0.815124467
gbr.162.15.t1	17.25399201	29.92360719	3.446177323
gbr.488.18.t1	4.848204269	9.126687207	2.268126322
gbr.230.9.t1	36.99768762	29.19779115	5.118666808
gbr.5.4.t1	11.89170926	11.47484233	2.956499463
gbr.40.16.t1	10.12657503	10.14530735	2.945752594
gbr.8.23.t1	6.141253909	3.83310815	0.529654804
gbr.126.32.t1	16.27279924	17.6944849	8.665678286
gbr.130.1.t1	148.2314272	171.7041469	65.31362042
gbr.50.5.t1	4.256349922	4.282242173	2.01612188
gbr.512.18.t1	6.046814024	6.193796438	0.8840752
gbr.53.29.t1_gbr.53.30.t1	20.99753481	22.91460793	10.59315271
gbr.23.57.t1	6.729920419	7.453958001	1.873782254
gbr.4.28.t1_gbr.4.27.t1	10.2927696	11.02890544	3.886230928
gbr.163.49.t1	9.714561586	12.15071748	3.121947933
gbr.35.50.t1	9.605203242	9.97468242	2.493214654
gbr.58.64.t1	43.04584185	60.00148533	29.50645443
gbr.94.50.t1	225.8645064	290.3657004	138.1914864
gbr.194.38.t1	4.713562842	3.316170738	2.002107033
gbr.30.15.t1	3.388738802	3.881041619	0.722806641
gbr.696.4.t1	166.9780682	369.7009408	28.53031749
gbr.176.12.t1_gbr.176.13.t1	13.61415196	15.0476204	4.052655361
gbr.14.116.t1	937.8977703	1038.932323	822.9625261
gbr.149.12.t1	3.289820186	2.141137673	1.557597288
gbr.291.1.t1	67.57476077	85.07909123	34.62430175
gbr.515.6.t1	3.241328316	4.608209319	0.532662679
gbr.64.89.t1_gbr.64.88.t1	22.76419685	22.16871858	16.20444428
gbr.33.32.t1	39.32321572	42.61271535	22.29331099
gbr.134.38.t1	30.62203583	52.50311215	16.75140796
gbr.62.31.t1	4.017732524	3.639681327	1.543590862
gbr.513.23.t1	23.81759586	15.89374192	4.749334061
gbr.8.72.t1	37.86284746	39.5804799	7.540568446
gbr.595.5.t1	21.86908561	34.02906808	7.038710714
gbr.2.126.t1	3.90344939	4.072442141	0.687324362
gbr.31.52.t1	8.382057348	10.69069303	1.42011204
gbr.147.33.t1	15.6573535	20.23023733	1.939918178
gbr.35.104.t1	39.18065122	33.41479591	23.36803969
gbr.149.27.t1	12.49379747	14.44362904	5.045545288
gbr.19.195.t1	38.92061414	36.09881934	17.55864007
gbr.304.13.t1	3.517056488	2.368595834	3.197709103
gbr.254.2.t1	11.93855387	14.21098993	6.600967161
gbr.52.71.t1_gbr.52.72.t1	10.7209934	10.61557889	8.712412924
gbr.119.25.t1	160.5631679	254.0387778	182.6742381
gbr.108.26.t1_gbr.108.27.t1	13.91747	36.83260982	9.303438638
gbr.7.84.t1	26.25467066	27.2530922	22.65812962
gbr.132.7.t1_gbr.132.8.t1	3.537372366	2.767896659	1.673597847
gbr.29.59.t1	8.256463348	11.29227991	0.632940811
gbr.480.11.t1	170.4553079	310.3490531	19.38587604
gbr.262.3.t1	5.555222526	6.938665111	1.845372108
gbr.114.3.t1	12.3368442	8.964711127	2.524561299
gbr.76.113.t1	3.574326479	1.248937672	1.686184835
gbr.111.14.t1_gbr.111.16.t1	7.200739587	7.473380846	3.589934072
gbr.232.16.t1	7.820382357	8.843545249	2.981896055
gbr.364.19.t1_gbr.364.18.t1	0.19058782	0.015864753	0.237074115
gbr.55.67.t1	7.964869251	10.06489658	2.536490936
gbr.111.57.t1	5.562319651	6.445839803	2.048417241
gbr.414.8.t1	4.015762211	5.369388448	1.469241891
gbr.151.61.t1	15.46663483	22.59978313	7.682377339
gbr.98.2.t1	0.509108758	0.892430579	0.24924512
gbr.254.20.t1	1.49122502	2.009423389	0.550472184
gbr.322.10.t1	2.342898716	2.014488534	0.536115033
gbr.37.122.t1	83.9545792	116.1936609	28.21175045
gbr.71.15.t1	361.1147445	319.3605678	57.81873966
gbr.75.33.t1	57.28286426	58.81030903	22.2013859
gbr.84.14.t1	20.53761358	17.81849886	4.736356722
gbr.405.4.t1	11.46349524	6.308102196	2.685905338
gbr.151.54.t1	40.51608772	63.60782307	9.373410934
gbr.203.25.t1	13.18938876	11.69924198	3.418878
gbr.39.22.t1	3.451040993	5.52681367	1.010806937
gbr.42.2.t1	10.78674459	11.23811653	3.117884802
gbr.75.41.t1	6.815480371	5.701967637	2.857746141
gbr.113.11.t1	67.78242724	88.68024643	19.41708523
gbr.420.17.t1	91.86704125	82.16014097	19.77801604
gbr.38.52.t1_gbr.38.51.t1	136.9022968	82.21930249	56.29257587
gbr.59.5.t1	168.7377868	240.2448542	121.2550667
gbr.89.34.t1	26.89946568	41.20216154	10.89391412
gbr.696.5.t1	20.02014365	26.2816106	1.660213782
gbr.15.3.t1	8.455881882	3.051150045	2.485295252
gbr.356.15.t1	74.76303317	85.01585147	30.47497978
gbr.40.121.t1	16.73990668	18.65386698	4.487687592
gbr.5.112.t1	3.644216443	3.957340629	0.833610981
gbr.232.33.t1	0.894666127	0.659770143	1.129444818
gbr.385.8.t1	60.15166888	56.11741262	26.17373214
gbr.151.85.t1	6.283918265	9.771633241	1.765239811
gbr.71.21.t1	8.043738926	9.126880089	3.063184194
gbr.85.11.t1_gbr.85.12.t1	38.88948114	45.68493535	29.38621076
gbr.139.37.t1	13.38324465	21.95735644	4.202700556
gbr.1.11.t1	40.9578848	53.35147816	17.78143865
gbr.123.2.t1	24.66619585	32.60897898	8.740600368
gbr.33.81.t1	366.0839993	285.9008753	237.6440793
gbr.98.63.t1	10.600191	6.263054664	1.166470865
gbr.108.30.t1	19.63629709	19.14659541	13.23546284
gbr.27.54.t1	13.21417958	15.00835098	4.428642144
gbr.49.42.t1	4.882723126	7.308538065	1.052035108
gbr.434.10.t1	43.57880065	47.65112317	14.01156105
gbr.323.15.t1	33.96154649	35.97836903	10.39012468
gbr.5.92.t1	53.09074326	64.12149403	41.07183428
gbr.8.46.t1	74.54984372	83.86587725	25.84872585
gbr.226.18.t1	37.10729858	25.78950534	9.091462947
gbr.72.77.t1	6.604315111	8.09026809	4.724311088
gbr.2.183.t1	5.761495012	3.73105294	0.434229718
gbr.1.177.t1	147.5962679	203.8689285	51.62962423
gbr.1.62.t1	9.538894129	8.486195606	1.390320796
gbr.174.34.t1	67.28397721	78.73780744	41.62040227
gbr.30.8.t1	21.63617243	19.73102069	14.33143539
gbr.182.47.t1	1.450428426	1.370982192	0.333065007
gbr.178.15.t1	16.62518339	14.52244174	5.410020862
gbr.24.54.t1	32.94418458	23.44217936	6.683202718
gbr.175.19.t1	5.667124537	10.16969109	2.46014325
gbr.468.32.t1	0	0	0
gbr.245.8.t1	7.055237482	7.657358205	3.174277157
gbr.249.27.t1	18.08686789	18.76375439	9.253312091
gbr.24.37.t1	2.94930351	3.808487184	1.016590921
gbr.279.25.t1	4.058532142	3.349146296	0.614149092
gbr.108.31.t1	45.88948352	59.05721376	18.35067227
gbr.17.96.t1	19.08046887	25.34506324	5.828698519
gbr.225.54.t1	49.12014582	110.79857	13.09486058
gbr.26.51.t1	18.53808505	32.07079586	6.024670203
gbr.149.25.t1_gbr.149.22.t1	5.052447611	6.092107538	2.021747257
gbr.723.2.t1	40.60001197	51.93880556	12.89338397
gbr.19.23.t1	3.881952479	4.353698176	1.847376983
gbr.530.10.t1	2.693425013	2.825403274	1.370730814
gbr.58.92.t1	28.47891922	31.8213082	10.34575895
gbr.107.2.t1	2.600638404	4.164519842	0.631707158
gbr.204.31.t1	13.15200214	15.22813894	3.327836949
gbr.24.1.t1	20.59105871	19.22677952	9.412399206
gbr.372.11.t1	9.825280232	10.55561103	2.466117876
gbr.80.39.t1	172.8632065	215.4938335	61.33806764
gbr.222.13.t1	30.49542995	31.23774209	26.6546897
gbr.78.15.t1	1.383937599	2.809753261	0.485259857
gbr.109.29.t1	29.62754214	42.91686189	18.54542167
gbr.142.34.t1	2.705834671	1.389890655	1.706559908
gbr.143.31.t1	114.2474571	159.7052359	61.17033538
gbr.104.49.t1	29.05841374	32.39662754	7.969108372
gbr.129.19.t1	7.065594388	17.60423909	3.112586215
gbr.485.17.t1	4.471843761	4.637813661	1.907923651
gbr.40.139.t1_gbr.40.140.t1	1.729991815	0.980583836	0.53144474
gbr.450.8.t1	0.261507607	0.601906071	0.193761264
gbr.11.122.t1	98.4319717	104.3532716	77.03952587
gbr.105.1.t1	79.91825323	106.3537142	28.96976678
gbr.235.16.t1	3.295704651	4.40974147	1.596569144
gbr.3.102.t1	17.7784317	16.07361295	4.890956439
gbr.55.7.t1	19.20901427	17.83151125	5.139332281
gbr.221.35.t1	6.503782878	10.75977748	0.67269812
gbr.133.29.t1	8.368257972	4.173634657	1.621221079
gbr.226.20.t1	4.406011938	4.496504475	0.72665231
gbr.19.165.t1	546.3963477	849.5153228	229.1070725
gbr.2168.1.t1	27.32130831	16.81355016	1.496316214
gbr.31.57.t1_gbr.31.58.t1	15.18677269	26.51980805	10.60044075
gbr.38.85.t1	74.79703136	168.9209276	25.85802343
gbr.11.114.t1	44.88996817	52.48696899	17.79865234
gbr.85.22.t1	259.1228602	298.5701026	61.84926464
gbr.177.24.t1	0.960247892	2.951643662	0.296687336
gbr.512.14.t1	13.25384672	17.07838004	6.806802807
gbr.142.24.t1	26.92739299	34.52116373	14.67534581
gbr.44.87.t1	5.681301866	7.290634124	1.649925797
gbr.412.14.t1	9.047082501	11.15804155	2.925346113
gbr.400.7.t1_gbr.400.8.t1	19.64844873	25.43821639	8.199182191
gbr.58.43.t1	178.3605845	207.2669303	90.97287156
gbr.1669.1.t1	2136.346751	6033.245162	633.6807433
gbr.77.25.t1	7.677163903	13.04270207	1.939531336
gbr.245.11.t1	4.100850724	2.454553683	1.235830132
gbr.112.6.t1	0.421308784	0.627858292	0.217158396
gbr.81.156.t1	6.932521341	22.3424931	1.727775096
gbr.5.5.t1	13.5398743	14.93598586	3.835014301
gbr.396.25.t1	4.204468888	8.562379086	1.114800748
gbr.81.62.t1	47.47396965	105.4815293	8.658690209
gbr.56.80.t1	14.45958005	20.32559296	3.940882788
gbr.39.51.t1	17.34882081	35.73162741	5.684377723
gbr.245.6.t1	4.55300928	6.070533514	1.300956366
gbr.317.7.t1	2.429372123	3.686116781	1.893496205
gbr.120.33.t1	10.81781797	12.58933335	5.076457745
gbr.5.36.t1	16.49726524	17.33208328	6.356237287
gbr.134.21.t1	31.37890597	31.39198227	14.18445216
gbr.225.14.t1	25.51468331	39.7353519	17.64818477
gbr.55.75.t1	98.64305268	126.0229725	46.28166525
gbr.164.30.t1	25.24790226	34.23299455	10.08352722
gbr.203.3.t1	163.360956	150.1414795	97.15546763
gbr.4.97.t1	0.691883328	0.754124176	0.203439738
gbr.304.5.t1	9.551337254	9.371693113	2.50838879
gbr.568.1.t1	10.13771675	9.121150271	4.081365366
gbr.182.30.t1	8.436824346	7.690283598	1.701098123
gbr.18.13.t1	62.04564631	72.63375739	15.74585732
gbr.412.18.t1	3.400298917	2.922062556	2.02478115
gbr.2.71.t1	3.47395882	2.642053776	0.611030056
gbr.75.49.t1	26.3835353	34.96107655	5.266675683
gbr.479.1.t1	5.00582449	11.32576357	1.426675694
gbr.27.49.t1	7.302476262	13.79079395	0.904801038
gbr.46.61.t1	3.933557166	4.064327954	0.553956028
gbr.216.17.t1	3.216654349	3.17954109	1.135463928
gbr.549.5.t1	0.58564305	0.675419811	0.137021399
gbr.232.22.t1	20.59267493	35.2842479	7.2147582
gbr.84.52.t1	8.36488877	8.885221097	1.401370004
gbr.79.31.t1	4.385542488	4.917853375	1.213987192
gbr.34.59.t1	68.95877075	101.5356485	51.82499919
gbr.24.92.t1	2.150021867	3.667113593	1.311470815
gbr.99.43.t1	35.33690829	55.17497783	9.019844423
gbr.56.62.t1	10.62631176	9.258698711	0.926373819
gbr.856.6.t1	32.8185853	19.47131147	4.323157727
gbr.2.159.t1	19.44166458	18.25459203	7.968518673
gbr.35.82.t1	25.20155827	26.99545234	11.17151985
gbr.10.17.t1	15.64852965	19.91114918	3.809586781
gbr.93.24.t1	14.99606219	9.68038459	5.827358711
gbr.354.6.t1	10.38139274	21.55831462	5.087304902
gbr.9.88.t1	17.58546499	17.60283559	5.911696916
gbr.2.67.t1	11.44974805	15.26301188	3.458746864
gbr.318.57.t1	3.805599402	1.252732266	0.752301556
gbr.107.29.t1	2.507595081	4.606339827	0.788599734
gbr.145.19.t1	1.922711816	2.039446694	0.223746146
gbr.310.1.t1	84.88192911	74.68111919	21.72206073
gbr.12.76.t1	6.241405589	6.815816215	2.467730457
gbr.221.100.t1	2.207024168	5.434208935	0.4756811
gbr.41.27.t1	16.54787278	22.37963005	7.817350291
gbr.7.53.t1	29.50251846	37.27102534	13.98762987
gbr.2.198.t1	9.91228754	14.30268702	2.630083985
gbr.291.7.t1	7.575972467	11.66001619	3.49113298
gbr.59.7.t1	293.5800235	455.1954566	127.3637136
gbr.478.2.t1	14.71560306	26.89256497	3.693257805
gbr.6.57.t1	187.8322831	289.8125587	111.6609884
gbr.90.56.t1	145.8188982	209.8732232	67.00577843
gbr.265.11.t1	48.82687608	55.1107085	21.43136196
gbr.65.61.t1	9.257263658	10.31608143	3.466497874
gbr.498.9.t1	0.733959019	0.382217565	0.424436545
gbr.253.12.t1	4.047220505	5.002770487	0.57433205
gbr.306.8.t1	4.946994295	5.545671891	1.18521901
gbr.221.84.t1	37.79680213	47.75643546	10.29643471
gbr.74.9.t1	16.26144259	21.7662142	7.258101696
gbr.162.26.t1	15.39714993	10.27021534	2.516437583
gbr.113.23.t1_gbr.113.24.t1	13.07539774	17.52697602	6.945124769
gbr.44.4.t1	6.519569423	3.993865604	1.814117562
gbr.174.41.t1_gbr.174.42.t1	8.264738046	10.54341775	4.235455141
gbr.65.37.t1	10.30575422	11.24548661	8.323406763
gbr.5.60.t1	3.510175927	2.549087185	0.496063099
gbr.93.4.t1	1.986553563	2.288229197	0.954300781
gbr.153.10.t1	33.97245539	48.33751491	18.70526129
gbr.350.32.t1	2.868658246	5.102230631	2.871577588
gbr.72.116.t1	13.37404813	20.01349341	8.247586207
