Sample:	STf	STm	STw
gbr.199.24.t1	10.59556592	12.85189587	10.41140793
gbr.324.16.t1	19.6743132	27.7575474	16.11805204
gbr.39.28.t1	12.74582639	14.81661971	10.74220099
gbr.86.7.t1	0.670797568	0.454964925	0.377733396
gbr.241.15.t1_gbr.241.16.t1	3.516796059	3.913118661	3.22140805
gbr.476.10.t1	119.8771615	123.9874348	146.6570902
gbr.27.55.t1	3906.341402	7137.306957	4665.870837
gbr.342.7.t1	6.97897532	11.1925585	3.626489817
gbr.411.1.t1	7.059855705	9.390922983	5.499655203
gbr.50.45.t1	409.8242344	746.0969536	404.0131442
gbr.70.63.t1	2.085079617	5.575136088	2.836910523
gbr.17.35.t1	5.095056048	5.542410854	4.930475985
gbr.58.97.t1	1.962166779	4.367195782	2.689883629
gbr.39.70.t1	13.12139908	16.8011477	12.16473867
gbr.8.90.t1	1.493001444	1.39876541	1.529048133
gbr.157.34.t1	3.528803915	7.359498923	5.169129645
gbr.6.228.t1	11.14075647	14.74734869	12.52256192
gbr.330.9.t1	2.742946608	5.751859483	3.085172577
gbr.72.30.t1	11.2815333	17.47784932	9.057605187
gbr.226.3.t1	15.13633798	19.88161475	18.11115506
gbr.47.67.t1	4.975378003	5.115289825	6.625881091
gbr.81.75.t1	3.384431473	7.225984033	2.72009871
gbr.110.82.t1	30.29602948	35.12324162	28.4837316
gbr.284.23.t1	6.830093746	8.891002276	6.368521515
gbr.73.54.t1	0.489282129	0.153147186	0.59559583
gbr.302.18.t1	13.62140565	18.7522513	11.69286425
gbr.405.13.t1	2215.982523	1769.018786	1337.203548
gbr.45.49.t1	9.906956946	14.30015359	7.516083404
gbr.167.19.t1	16.33596885	19.93481748	12.56692787
gbr.130.45.t1	65.35310802	73.28370262	63.31470455
gbr.6.159.t1	21.46039652	31.31012953	20.58892141
gbr.409.1.t1	10.11295847	10.52204735	8.462205972
gbr.84.4.t1	9.374114449	11.35137179	10.94518291
gbr.172.41.t1	49.24870275	58.10899575	48.85703749
gbr.59.34.t1	2.320751163	4.863257011	3.180996672
gbr.108.17.t1	57.27129178	103.1800941	52.97657041
gbr.3.13.t1	38.244296	39.16391632	33.01693193
gbr.360.11.t1	1.28193439	3.038546451	0.490601414
gbr.3.85.t1	11.30539077	22.00764265	14.09356003
gbr.32.56.t1	586.8615949	753.5834315	613.1003189
gbr.211.13.t1	1.769976927	5.551216946	2.278643557
gbr.270.3.t1	14.69563856	14.98652084	12.45475212
gbr.17.63.t1	133.0353556	150.9188026	148.8138929
gbr.343.15.t1	1.997786467	3.092800934	2.242628791
gbr.142.65.t1	7.950007306	9.40552359	5.377444105
gbr.488.1.t1	25.62210699	29.70148141	13.45948686
gbr.136.37.t1	5.033709152	8.177939651	5.371647978
gbr.105.28.t1_gbr.105.26.t1	22.77217661	32.60949921	18.9593047
gbr.41.15.t1	11.72768876	24.28205178	10.37655796
gbr.43.3.t1	23.03432864	28.06975897	13.91601373
gbr.224.3.t1_gbr.224.5.t1	2.446518298	3.300970931	2.924365098
gbr.243.7.t1	5.286765262	9.04080511	4.899839689
gbr.345.3.t1	14.09277529	17.04063773	9.203982709
gbr.478.5.t1	15.15661502	17.11705814	15.88276398
gbr.5.31.t1	5.924950887	10.85332312	7.291189091
gbr.309.23.t1	24.50606291	42.94937368	31.41372381
gbr.56.17.t1	22.91728249	36.28455011	18.64706326
gbr.10.30.t1	4.175367853	4.842618749	4.010263982
gbr.5.102.t1	336.7017983	590.8550893	364.8744669
gbr.137.24.t1	52.18245319	64.08122311	58.77852922
gbr.102.3.t1	4.049768021	4.531851834	3.852636552
gbr.105.37.t1	3.987454577	5.856814276	4.06583236
gbr.58.50.t1	17.36215442	39.83620113	21.47572322
gbr.830.1.t1	17.78837009	31.63479076	16.61943825
gbr.53.32.t1	14.70836422	12.73935074	8.388579263
gbr.31.79.t1	5.066595041	8.611104082	6.668288995
gbr.37.84.t1	12.61997923	19.22663356	12.50434652
gbr.2.9.t1	6.987162849	11.92801167	6.611507459
gbr.47.44.t1	89.35634798	125.1320296	95.00045979
gbr.75.83.t1	14.83454744	20.24087623	14.15094218
gbr.141.31.t1	8.416644512	9.924149117	12.3071638
gbr.108.21.t1_gbr.108.19.t1	4.440117523	6.127804123	4.422117636
gbr.112.9.t1	7.445023967	10.71280594	8.859569044
gbr.21.63.t1	10.68116895	18.37225044	10.56758901
gbr.350.22.t1	13.3471851	12.17976181	15.76943641
gbr.174.23.t1	11.79058645	16.57813954	9.928509553
gbr.6.31.t1_gbr.6.33.t1_gbr.6.28.t1	46.12534475	24.33595464	19.65588859
gbr.7.47.t1	25.78116551	49.16933474	17.92445832
gbr.101.9.t1	3.511547544	4.712194654	3.021295081
gbr.72.72.t1	12.07492627	17.62037381	12.67434854
gbr.51.11.t1	7.46830361	9.787935685	3.699840755
gbr.63.51.t1_gbr.63.52.t1	4.670238481	7.014726047	4.734889047
gbr.451.3.t1	7.888477476	16.63569898	8.939659294
gbr.489.4.t1	2.421117738	3.580929563	1.455051014
gbr.89.37.t1	2.467927871	5.545564081	3.072610685
gbr.127.25.t1	8.249558648	11.1125582	7.451947482
gbr.2.239.t1	13.28423076	24.40222998	20.1166554
gbr.139.28.t1	11.44863352	14.31751439	14.46420527
gbr.37.104.t1	16.35330612	24.48016681	21.91353144
gbr.262.4.t1	6.503279537	9.140887234	6.386693892
gbr.4.15.t1	4.123205606	4.184346901	2.330136179
gbr.208.46.t1	3.060742313	5.173606988	3.502952735
gbr.442.14.t1	2.453868901	1.889293995	3.07707498
gbr.71.18.t1	2.325385003	4.509166504	3.301373837
gbr.221.49.t1	21.988234	10.49344863	16.36428486
gbr.221.83.t1	12.43708601	19.62615161	12.53491922
gbr.139.84.t1	9.4171602	14.14980003	10.61883948
gbr.123.1.t1	31.51807662	41.57644221	27.80958445
gbr.412.2.t1	4.053653324	5.266050921	3.90595441
gbr.24.3.t1	6.68883275	15.10220936	6.599904551
gbr.162.15.t1	17.30314219	22.6827424	21.93701258
gbr.488.18.t1	4.51122605	6.256257857	3.999880951
gbr.230.9.t1	17.75331149	17.98277445	15.54467003
gbr.5.4.t1	12.25087965	19.59651266	10.98993004
gbr.40.16.t1	8.558340107	12.80714784	8.731102394
gbr.8.23.t1	10.27504544	14.14248904	5.948199093
gbr.126.32.t1	11.70448768	15.58564485	12.28880725
gbr.130.1.t1	44.04526613	54.92795125	46.50712968
gbr.50.5.t1	5.734988309	6.503537596	5.613413013
gbr.512.18.t1	5.755614294	6.046860357	3.69986957
gbr.53.29.t1_gbr.53.30.t1	13.01672541	13.82299855	11.43303217
gbr.23.57.t1	6.437012555	8.051378398	6.573517199
gbr.4.28.t1_gbr.4.27.t1	9.378815859	12.64065687	7.908125217
gbr.163.49.t1	7.656191335	13.25897058	6.306267031
gbr.35.50.t1	5.425776415	11.36241177	10.18356237
gbr.58.64.t1	56.11234455	63.06928374	48.01414781
gbr.94.50.t1	155.9957709	172.9829375	149.4357348
gbr.194.38.t1	2.977260271	4.787946494	2.853716515
gbr.30.15.t1	2.53832823	3.17151402	2.250720295
gbr.696.4.t1	321.1746344	185.6318979	133.3882629
gbr.176.12.t1_gbr.176.13.t1	18.15076869	25.8137293	17.18800863
gbr.14.116.t1	834.4728592	809.2090607	670.5812413
gbr.149.12.t1	4.538693298	5.579051055	4.838250921
gbr.291.1.t1	45.34732644	57.72425003	35.14666156
gbr.515.6.t1	4.665701605	4.798053801	4.397567298
gbr.64.89.t1_gbr.64.88.t1	22.6511199	24.07111637	22.55649337
gbr.33.32.t1	53.08966019	62.96312373	38.48467514
gbr.134.38.t1	63.17083495	59.78286256	38.95862747
gbr.62.31.t1	3.330722371	4.29218338	4.502589956
gbr.513.23.t1	21.52504257	27.2320655	18.66757938
gbr.8.72.t1	37.86301626	53.23783049	30.45611047
gbr.595.5.t1	20.49330771	30.10046297	17.09676848
gbr.2.126.t1	3.828545415	5.647506782	3.727786393
gbr.31.52.t1	3.763296937	5.241467263	4.086847064
gbr.147.33.t1	15.55858733	16.0627002	11.54541589
gbr.35.104.t1	48.87950309	54.99069565	48.72173376
gbr.149.27.t1	18.70387061	21.48348883	23.1011362
gbr.19.195.t1	34.35122101	51.8033618	33.30440122
gbr.304.13.t1	2.979496932	3.644440713	2.547154443
gbr.254.2.t1	13.57859878	16.90050728	14.12400794
gbr.52.71.t1_gbr.52.72.t1	7.143736648	6.945100019	5.804404678
gbr.119.25.t1	346.342579	319.6660977	272.7852132
gbr.108.26.t1_gbr.108.27.t1	11.81060001	10.2620308	17.70807226
gbr.7.84.t1	34.96740315	42.36139176	31.14286598
gbr.132.7.t1_gbr.132.8.t1	13.91397277	13.75918721	12.14506849
gbr.29.59.t1	6.966777028	7.240856859	4.911420547
gbr.480.11.t1	248.911041	168.7279027	124.9439505
gbr.262.3.t1	5.620881864	6.998260384	4.433830664
gbr.114.3.t1	21.40520533	26.4117798	22.16433937
gbr.76.113.t1	6.566776859	4.525933006	4.632888219
gbr.111.14.t1_gbr.111.16.t1	10.97501902	11.80225727	8.055811645
gbr.232.16.t1	5.410681566	9.259583086	5.388322417
gbr.364.19.t1_gbr.364.18.t1	2.080412169	2.80008355	1.92816026
gbr.55.67.t1	10.43787518	14.64047376	9.547266349
gbr.111.57.t1	6.910939038	8.909804647	5.956420676
gbr.414.8.t1	5.481640729	7.552331561	3.600465764
gbr.151.61.t1	19.01967223	23.22068753	13.43741755
gbr.98.2.t1	0.669132953	0.612146157	0.645479347
gbr.254.20.t1	5.167196432	6.234555228	2.833050761
gbr.322.10.t1	0.939773877	1.275591156	0.753430777
gbr.37.122.t1	62.86124167	78.46125168	44.44539805
gbr.71.15.t1	333.8601811	495.9765939	280.5507106
gbr.75.33.t1	48.68256553	67.70159919	47.77727022
gbr.84.14.t1	16.0766424	21.10883663	16.85878848
gbr.405.4.t1	22.97912797	28.56014852	21.14402235
gbr.151.54.t1	23.94018199	30.91626808	15.48931043
gbr.203.25.t1	9.673010093	13.15265837	11.4878309
gbr.39.22.t1	3.891121405	3.966321754	2.967266386
gbr.42.2.t1	17.29611903	26.86990213	18.41153961
gbr.75.41.t1	16.86594382	24.33535698	15.76365111
gbr.113.11.t1	77.11802265	94.94840016	65.48974914
gbr.420.17.t1	66.32412848	76.33593778	35.45279961
gbr.38.52.t1_gbr.38.51.t1	116.2279622	178.624489	119.6025414
gbr.59.5.t1	136.2222788	150.7460676	128.1944316
gbr.89.34.t1	27.71681016	38.53049651	25.5411127
gbr.696.5.t1	18.48054058	25.40519096	20.16989673
gbr.15.3.t1	19.89607327	24.2432665	14.65062318
gbr.356.15.t1	58.83622184	77.02711716	41.10963285
gbr.40.121.t1	25.47270807	32.00085847	22.46682545
gbr.5.112.t1	1.312289838	1.57867969	1.368289874
gbr.232.33.t1	0.922570781	1.728430723	1.262904398
gbr.385.8.t1	56.29136967	73.17361151	56.60467595
gbr.151.85.t1	5.16671109	9.394912156	6.303757172
gbr.71.21.t1	6.027392245	7.434803717	5.499732812
gbr.85.11.t1_gbr.85.12.t1	29.58677284	31.83192763	29.43222589
gbr.139.37.t1	17.44255866	16.91984682	6.175576608
gbr.1.11.t1	38.04739126	45.50631487	33.50875208
gbr.123.2.t1	28.79090859	38.19730544	22.97930247
gbr.33.81.t1	329.1378959	362.9470312	182.2491037
gbr.98.63.t1	8.514870422	22.61169446	8.076134661
gbr.108.30.t1	18.27265847	18.95627238	12.98427995
gbr.27.54.t1	12.71130553	24.70569952	9.40862112
gbr.49.42.t1	5.972472762	6.94052432	5.09827265
gbr.434.10.t1	63.49088431	76.10565965	73.72713981
gbr.323.15.t1	31.51845291	50.45005298	23.26567996
gbr.5.92.t1	70.36251132	81.88724036	63.72767201
gbr.8.46.t1	92.22534081	106.1243111	91.85839601
gbr.226.18.t1	30.84169292	49.93116138	23.45363313
gbr.72.77.t1	7.329711572	6.522544353	5.965588082
gbr.2.183.t1	8.418251694	18.00824246	5.318587925
gbr.1.177.t1	167.4270107	158.4779754	83.75616211
gbr.1.62.t1	8.880528859	9.594210363	6.807836638
gbr.174.34.t1	47.61369343	53.12412956	46.91703473
gbr.30.8.t1	19.43352587	19.66386875	16.96659903
gbr.182.47.t1	1.376659605	1.913445515	1.734485519
gbr.178.15.t1	18.22606116	22.26927888	14.02098489
gbr.24.54.t1	13.19102446	21.37408673	15.61052575
gbr.175.19.t1	6.197630232	7.930063261	5.50633809
gbr.468.32.t1	32.95162626	42.92082967	47.75217893
gbr.245.8.t1	8.48922914	11.86536056	10.02389688
gbr.249.27.t1	18.87184363	17.4902659	14.33616968
gbr.24.37.t1	3.688111354	4.35965175	2.692864012
gbr.279.25.t1	0.970395763	2.125501183	0.54970603
gbr.108.31.t1	70.28677439	62.02336157	67.00101645
gbr.17.96.t1	13.41131469	18.4305535	9.779258135
gbr.225.54.t1	3.48458728	1.993035615	1.47149099
gbr.26.51.t1	28.80268131	28.25904895	23.18304781
gbr.149.25.t1_gbr.149.22.t1	7.033787546	7.870906512	4.634196148
gbr.723.2.t1	30.33879185	54.65963061	15.52116528
gbr.19.23.t1	5.385970783	7.05565036	4.884574446
gbr.530.10.t1	4.204644165	5.779682186	3.419642178
gbr.58.92.t1	56.21057707	59.20933472	38.97863276
gbr.107.2.t1	2.980524178	1.745356581	1.294330502
gbr.204.31.t1	17.3865082	24.08665764	10.62526792
gbr.24.1.t1	20.685407	26.96081987	16.4841609
gbr.372.11.t1	9.062568242	10.55408624	4.828777568
gbr.80.39.t1	163.6203041	221.5497305	204.7138677
gbr.222.13.t1	49.75000874	50.46395949	45.92881105
gbr.78.15.t1	2.919121427	2.6597377	3.730732902
gbr.109.29.t1	32.12138712	31.92382858	28.49410194
gbr.142.34.t1	6.46535321	7.917602377	4.971107869
gbr.143.31.t1	82.54937565	105.883216	74.32665231
gbr.104.49.t1	56.48899644	85.02577581	75.04912132
gbr.129.19.t1	6.58635138	13.70608441	7.119639347
gbr.485.17.t1	3.29279183	5.348047211	3.72094862
gbr.40.139.t1_gbr.40.140.t1	3.237790302	7.30674601	3.528972644
gbr.450.8.t1	26.93940324	16.81864053	27.49519688
gbr.11.122.t1	496.4029165	359.746576	371.2919849
gbr.105.1.t1	226.3944325	323.5831957	133.5608826
gbr.235.16.t1	6.378392871	6.484847612	6.696617773
gbr.3.102.t1	24.84091075	32.02465751	29.41488849
gbr.55.7.t1	16.31546571	22.18639956	18.87321554
gbr.221.35.t1	9.037020885	18.8781744	9.624413214
gbr.133.29.t1	4.691466509	9.840079482	6.827643694
gbr.226.20.t1	4.754842753	7.057947517	3.95864664
gbr.19.165.t1	347.8710633	443.5037455	268.0941023
gbr.2168.1.t1	15.40730535	42.4237793	22.6745077
gbr.31.57.t1_gbr.31.58.t1	5.536150433	6.616347777	4.677842925
gbr.38.85.t1	120.3507649	120.935288	68.7828483
gbr.11.114.t1	37.8838955	40.93825308	41.17886061
gbr.85.22.t1	132.9770991	414.4172376	96.71316988
gbr.177.24.t1	1.923320035	2.740681915	1.35244683
gbr.512.14.t1	13.20533909	30.03661148	10.00244773
gbr.142.24.t1	35.09786464	39.1209282	33.92326409
gbr.44.87.t1	6.569526481	7.949159315	7.688035086
gbr.412.14.t1	6.963815063	8.914501834	8.09062904
gbr.400.7.t1_gbr.400.8.t1	11.47706692	14.21572561	9.927407329
gbr.58.43.t1	111.9744546	205.6886242	91.96824867
gbr.1669.1.t1	3198.292899	2512.385157	2489.782578
gbr.77.25.t1	7.0342035	10.04692119	5.245052394
gbr.245.11.t1	96.1239255	115.3454506	124.0391458
gbr.112.6.t1	4.152298289	4.264730672	2.536572912
gbr.81.156.t1	6.937045098	7.765668118	4.164150516
gbr.5.5.t1	15.69253709	23.27309673	9.559560346
gbr.396.25.t1	1.390981094	1.680283209	1.197192356
gbr.81.62.t1	105.292415	209.4643101	74.55482448
gbr.56.80.t1	0.09054352	0.097992272	0.054298267
gbr.39.51.t1	12.33469939	18.534181	10.25076588
gbr.245.6.t1	4.429419814	6.653627746	3.581306329
gbr.317.7.t1	6.849862408	5.382147422	5.191562802
gbr.120.33.t1	9.054137067	13.28573363	6.803214059
gbr.5.36.t1	31.77274888	40.26561715	30.55699681
gbr.134.21.t1	43.72862363	45.71017768	32.97259249
gbr.225.14.t1	17.60390399	22.82145633	14.92494011
gbr.55.75.t1	89.15730556	148.5062867	87.13680407
gbr.164.30.t1	25.00521271	35.71724081	22.71891687
gbr.203.3.t1	201.0371136	205.2930633	184.0751762
gbr.4.97.t1	2.390016969	1.86533632	1.550302825
gbr.304.5.t1	10.19684536	13.24446396	10.23575862
gbr.568.1.t1	9.388232125	13.06279079	7.803194039
gbr.182.30.t1	4.979077779	9.790253705	5.461339548
gbr.18.13.t1	54.93732144	79.54871412	48.5772397
gbr.412.18.t1	3.130513467	4.574465427	3.460271869
gbr.2.71.t1	9.729422649	15.0230537	8.551143551
gbr.75.49.t1	32.29586279	42.70963878	28.4074838
gbr.479.1.t1	6.563652162	9.26900921	5.499544967
gbr.27.49.t1	6.373764269	12.27856332	3.197145179
gbr.46.61.t1	1.357911801	2.605578038	2.485520149
gbr.216.17.t1	3.185617992	3.901250115	0.73872714
gbr.549.5.t1	0.932009002	1.183631867	0.884134837
gbr.232.22.t1	16.05794125	22.78332279	10.96457032
gbr.84.52.t1	3.077568287	7.614668843	1.812378241
gbr.79.31.t1	2.988737075	3.993300569	1.074408129
gbr.34.59.t1	63.35130759	82.4593238	46.07716071
gbr.24.92.t1	4.066669786	4.469738068	3.771445906
gbr.99.43.t1	22.00489006	32.68928038	23.24753429
gbr.56.62.t1	14.72209625	19.13957216	11.60824102
gbr.856.6.t1	23.23545543	82.2140244	43.23303068
gbr.2.159.t1	22.27620444	30.26815723	20.40478515
gbr.35.82.t1	25.94069431	36.29324585	26.64718452
gbr.10.17.t1	9.215574026	9.668087589	5.589853523
gbr.93.24.t1	12.97330478	18.69566092	12.50284215
gbr.354.6.t1	17.74777688	14.87148888	15.39318787
gbr.9.88.t1	13.73371957	23.25334042	14.08845672
gbr.2.67.t1	18.94420957	31.17557096	18.48445458
gbr.318.57.t1	5.558847355	11.09192329	4.745438225
gbr.107.29.t1	4.396736998	5.271597794	3.118257615
gbr.145.19.t1	0.496238454	0.98457326	0.566050076
gbr.310.1.t1	164.8656203	182.7569499	104.6968638
gbr.12.76.t1	7.153126775	13.21953172	8.150104539
gbr.221.100.t1	4.786444322	6.523928943	3.384099599
gbr.41.27.t1	17.9711403	23.20972525	13.96616874
gbr.7.53.t1	28.79809555	28.85292515	22.79936747
gbr.2.198.t1	9.741863291	18.96505457	11.01355409
gbr.291.7.t1	7.626153437	8.655612775	5.916979002
gbr.59.7.t1	251.667542	251.8051615	188.9867869
gbr.478.2.t1	20.1838813	16.6390312	22.06855203
gbr.6.57.t1	177.0283132	173.7616501	169.8510185
gbr.90.56.t1	94.32308489	118.2410002	52.05536675
gbr.265.11.t1	38.47889366	52.27093197	31.12874253
gbr.65.61.t1	12.27378035	16.14725063	11.37325484
gbr.498.9.t1	0.967486573	2.29143446	1.386041065
gbr.253.12.t1	2.41875354	4.519193317	3.159622327
gbr.306.8.t1	4.657663273	8.597510524	4.699689197
gbr.221.84.t1	26.26741285	43.02603819	29.24278538
gbr.74.9.t1	10.80403787	13.92482584	8.572480417
gbr.162.26.t1	11.80121863	15.30192385	8.47709376
gbr.113.23.t1_gbr.113.24.t1	7.376826386	12.76110498	7.517315573
gbr.44.4.t1	7.200282309	12.91746527	8.295660366
gbr.174.41.t1_gbr.174.42.t1	7.270461827	13.60118073	13.74984927
gbr.65.37.t1	12.01986187	19.90868427	14.48836618
gbr.5.60.t1	4.346154768	5.277625799	5.986372694
gbr.93.4.t1	1.953217436	1.951013151	1.440522961
gbr.153.10.t1	29.5478313	35.64323908	23.73921746
gbr.350.32.t1	6.622357176	16.09903439	1.942064521
gbr.72.116.t1	12.14471645	24.35014676	14.9799502
